State,Age,2010,2011,2012,2013,2014,,,Childhood (0Ð19),,,,,Young adult (20Ð39),,,,,Middle-aged adult (40Ð64,,,,,Senior years (65Ð84),,,,,Old (>85),,,,
Michigan,80 to 84 years,"200,870","199,564","196,725","193,126","189,757",,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,85 years and over,"193,326","198,283","203,554","207,252","209,896",,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,collapse this categoryTotal,"5,310,711","5,345,967","5,377,695","5,416,074","5,452,649",,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,Under 5 years,"355,205","353,322","349,580","348,074","349,603",,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,5 to 9 years,"355,468","357,063","360,833","363,381","362,121",,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,10 to 14 years,"352,519","353,584","353,086","354,907","358,147",,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,15 to 19 years,"368,221","367,378","362,629","358,066","355,880",,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,20 to 24 years,"354,529","354,198","357,712","362,196","365,092",,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,25 to 29 years,"372,288","371,124","368,087","366,096","365,109",,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,30 to 34 years,"345,422","357,760","368,278","377,297","381,915",,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,35 to 39 years,"326,283","318,982","320,118","327,300","336,805",,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,40 to 44 years,"352,199","351,357","346,983","340,632","332,639",,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,45 to 49 years,"403,581","389,720","375,723","362,466","352,468",,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,50 to 54 years,"403,028","409,388","409,787","408,388","404,152",,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,55 to 59 years,"352,062","360,778","369,178","377,579","384,178",,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,60 to 64 years,"283,586","302,201","307,506","316,828","326,871",,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,65 to 69 years,"203,804","208,731","227,058","237,343","250,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,70 to 74 years,"152,916","157,713","163,981","173,951","180,682",,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,75 to 79 years,"122,077","123,070","124,636","127,437","131,494",,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,80 to 84 years,"100,092","100,070","100,116","99,491","99,051",,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,85 years and over,"107,431","109,528","112,404","114,642","116,438",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,collapse this categoryTotal,"2,970,437","2,977,452","2,982,963","2,987,721","2,988,578",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Under 5 years,"209,921","206,827","201,482","196,322","193,138",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,5 to 9 years,"205,232","205,099","208,178","209,782","209,401",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,10 to 14 years,"208,377","208,911","207,965","206,373","205,206",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,15 to 19 years,"223,160","216,584","211,891","209,892","207,460",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,20 to 24 years,"212,570","218,920","224,114","228,220","226,433",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,25 to 29 years,"198,905","196,625","194,342","193,240","196,209",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,30 to 34 years,"189,352","193,025","194,882","196,097","194,598",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,35 to 39 years,"186,646","181,854","180,177","180,070","181,855",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,40 to 44 years,"187,830","189,355","190,335","189,281","186,510",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,45 to 49 years,"207,529","201,666","195,427","189,777","184,740",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,50 to 54 years,"208,771","209,159","207,688","206,415","204,624",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,55 to 59 years,"187,615","191,028","194,947","197,851","199,184",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,60 to 64 years,"162,356","169,768","168,399","169,999","173,301",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,65 to 69 years,"121,026","123,072","132,739","137,870","143,380",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,70 to 74 years,"94,309","96,055","98,493","102,104","105,009",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,75 to 79 years,"70,088","71,174","72,311","74,295","76,655",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,80 to 84 years,"52,001","52,392","52,149","51,827","51,592",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,85 years and over,"44,749","45,938","47,444","48,306","49,283",,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,collapse this categoryTotal,"5,995,681","6,010,280","6,023,267","6,041,142","6,058,014",,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,Under 5 years,"389,533","385,451","381,020","376,664","376,033",,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,5 to 9 years,"390,302","389,686","390,742","391,752","389,562",,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,10 to 14 years,"397,073","396,964","394,272","392,284","390,868",,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,15 to 19 years,"422,034","412,987","403,827","398,489","395,082",,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,20 to 24 years,"414,559","420,641","429,671","435,087","435,146",,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,25 to 29 years,"403,659","403,347","400,323","398,330","401,297",,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,30 to 34 years,"374,976","384,516","391,239","398,429","400,632",,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,35 to 39 years,"365,805","354,916","352,142","354,888","360,904",,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,40 to 44 years,"380,602","381,679","379,584","375,646","368,907",,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,45 to 49 years,"441,752","424,428","407,277","390,962","378,121",,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,50 to 54 years,"444,886","448,855","447,306","444,863","440,294",,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,55 to 59 years,"392,585","400,816","410,571","418,398","423,759",,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,60 to 64 years,"336,649","353,048","352,243","357,693","364,986",,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,65 to 69 years,"257,888","261,011","279,866","288,980","300,391",,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,70 to 74 years,"194,455","199,423","207,006","217,838","225,319",,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,75 to 79 years,"155,273","156,019","156,620","158,842","162,194",,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,80 to 84 years,"119,090","119,449","119,244","119,308","119,387",,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,85 years and over,"114,560","117,044","120,314","122,689","125,132",,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,collapse this categoryTotal,"990,507","996,866","1,003,522","1,011,921","1,019,931",,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,Under 5 years,"62,404","62,034","61,402","61,374","61,610",,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,5 to 9 years,"60,788","61,325","62,243","63,227","63,757",,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,10 to 14 years,"61,107","61,355","61,348","61,541","61,930",,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,15 to 19 years,"66,643","66,059","64,747","63,980","63,389",,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,20 to 24 years,"67,394","69,049","71,355","72,927","73,771",,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,25 to 29 years,"64,142","63,879","63,165","63,215","63,692",,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,30 to 34 years,"59,137","61,080","62,745","64,349","65,322",,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,35 to 39 years,"55,350","54,526","55,352","56,948","58,851",,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,40 to 44 years,"57,354","57,804","57,806","57,597","56,944",,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,45 to 49 years,"70,224","66,587","63,357","60,476","58,657",,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,50 to 54 years,"78,554","77,717","76,100","74,274","72,330",,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,55 to 59 years,"76,214","77,108","77,775","77,887","77,467",,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,60 to 64 years,"63,746","67,845","68,786","70,871","72,721",,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,65 to 69 years,"46,812","47,833","52,112","54,633","57,749",,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,70 to 74 years,"34,471","35,746","37,134","39,462","41,396",,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,75 to 79 years,"25,675","26,023","26,745","27,650","28,537",,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,80 to 84 years,"20,378","20,443","20,411","20,139","20,016",,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,85 years and over,"20,114","20,453","20,939","21,371","21,792",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,collapse this categoryTotal,"1,829,956","1,841,641","1,854,862","1,867,414","1,880,920",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,Under 5 years,"131,943","131,410","130,969","130,446","130,714",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,5 to 9 years,"129,200","130,416","131,881","132,992","133,284",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,10 to 14 years,"123,027","124,324","125,759","127,411","128,985",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,15 to 19 years,"129,342","129,606","128,458","127,731","127,749",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,20 to 24 years,"129,108","129,548","132,030","134,273","137,202",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,25 to 29 years,"129,124","128,588","126,988","125,359","124,282",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,30 to 34 years,"117,151","121,059","124,624","127,799","129,664",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,35 to 39 years,"110,251","109,181","109,648","111,927","114,371",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,40 to 44 years,"110,461","110,988","111,709","111,574","110,712",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,45 to 49 years,"127,536","122,611","117,790","113,308","110,339",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,50 to 54 years,"130,345","131,059","130,918","130,174","128,321",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,55 to 59 years,"118,409","120,507","122,189","123,895","124,922",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,60 to 64 years,"96,757","103,024","104,511","107,033","109,574",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,65 to 69 years,"69,213","70,589","76,646","80,353","84,858",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,70 to 74 years,"54,413","54,946","56,129","58,465","60,662",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,75 to 79 years,"46,262","45,820","45,803","46,108","46,732",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,80 to 84 years,"37,873","37,860","38,000","37,341","36,808",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,85 years and over,"39,541","40,105","40,810","41,225","41,741",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,collapse this categoryTotal,"2,702,797","2,718,170","2,752,410","2,786,547","2,831,730",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,Under 5 years,"186,554","183,882","180,583","178,425","178,904",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,5 to 9 years,"182,662","181,958","184,135","186,496","188,082",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,10 to 14 years,"182,893","182,463","182,230","183,130","184,404",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,15 to 19 years,"181,405","176,803","175,548","175,072","175,245",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,20 to 24 years,"178,537","182,779","186,576","186,975","187,251",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,25 to 29 years,"196,046","195,566","196,829","199,193","204,469",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,30 to 34 years,"191,026","193,157","196,420","199,548","203,043",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,35 to 39 years,"190,327","184,739","184,028","184,736","187,572",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,40 to 44 years,"191,869","194,049","195,782","195,541","194,500",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,45 to 49 years,"193,516","191,441","190,532","189,382","189,556",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,50 to 54 years,"183,246","185,161","187,323","189,906","193,368",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,55 to 59 years,"165,483","168,640","173,796","177,664","181,108",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,60 to 64 years,"152,071","157,786","157,231","159,274","163,182",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,65 to 69 years,"116,431","120,310","131,710","138,551","145,433",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,70 to 74 years,"83,122","87,293","92,381","99,585","105,596",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,75 to 79 years,"57,848","59,786","62,400","65,579","69,411",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,80 to 84 years,"39,149","40,099","41,067","42,183","43,435",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,85 years and over,"30,612","32,258","33,839","35,307","37,171",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,collapse this categoryTotal,"1,316,700","1,318,345","1,320,923","1,322,622","1,328,684",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,Under 5 years,"69,434","68,062","66,282","65,229","64,540",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,5 to 9 years,"77,440","76,234","75,083","73,792","72,285",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,10 to 14 years,"84,196","82,689","81,382","80,255","79,248",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,15 to 19 years,"93,747","93,758","92,566","90,741","89,254",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,20 to 24 years,"84,586","85,357","86,985","88,772","90,584",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,25 to 29 years,"73,442","74,224","74,843","75,756","77,867",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,30 to 34 years,"71,549","72,637","73,738","74,877","76,030",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,35 to 39 years,"80,996","76,349","73,553","72,477","72,693",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,40 to 44 years,"96,555","95,143","92,855","89,525","85,745",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,45 to 49 years,"112,842","108,928","105,568","101,480","97,935",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,50 to 54 years,"112,726","114,296","114,146","113,351","112,346",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,55 to 59 years,"96,995","99,545","102,824","105,208","107,549",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,60 to 64 years,"82,789","86,818","86,608","87,750","90,052",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,65 to 69 years,"57,716","59,842","66,215","70,068","74,082",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,70 to 74 years,"39,836","41,291","43,604","47,285","50,284",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,75 to 79 years,"31,781","32,023","32,399","32,903","33,906",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,80 to 84 years,"25,075","25,244","25,366","25,471","25,611",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,85 years and over,"24,995","25,905","26,906","27,682","28,673",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,collapse this categoryTotal,"8,803,708","8,844,694","8,882,095","8,913,735","8,943,010",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,Under 5 years,"540,996","540,030","535,305","531,074","530,380",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,5 to 9 years,"563,721","560,902","560,347","557,909","552,287",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,10 to 14 years,"586,729","583,924","579,234","576,175","574,555",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,15 to 19 years,"598,409","596,575","590,510","583,333","577,613",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,20 to 24 years,"542,574","549,963","560,479","571,817","578,821",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,25 to 29 years,"554,568","558,777","560,368","562,327","565,827",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,30 to 34 years,"558,518","565,552","571,276","576,105","578,352",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,35 to 39 years,"584,988","568,999","563,453","563,961","567,509",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,40 to 44 years,"647,934","642,350","633,325","620,282","605,704",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,45 to 49 years,"703,230","692,235","678,983","663,126","647,516",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,50 to 54 years,"676,878","685,027","687,641","688,794","687,987",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,55 to 59 years,"570,166","586,926","606,104","622,852","635,844",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,60 to 64 years,"484,172","501,962","498,233","505,447","517,530",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,65 to 69 years,"353,949","365,633","395,016","407,780","423,678",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,70 to 74 years,"261,486","267,482","278,879","296,121","307,347",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,75 to 79 years,"215,003","214,048","214,573","217,907","222,602",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,80 to 84 years,"179,369","178,768","177,476","174,628","172,149",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,85 years and over,"181,018","185,541","190,893","194,097","197,309",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,collapse this categoryTotal,"2,064,607","2,077,744","2,083,590","2,085,161","2,083,207",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,Under 5 years,"144,719","143,761","140,740","137,556","134,524",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,5 to 9 years,"143,497","144,019","144,560","144,449","143,211",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,10 to 14 years,"142,005","142,612","142,454","141,906","140,814",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,15 to 19 years,"149,429","146,400","143,381","140,819","139,332",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,20 to 24 years,"143,512","147,344","151,143","152,893","152,717",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,25 to 29 years,"140,219","141,132","140,781","140,316","140,078",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,30 to 34 years,"128,664","132,008","134,818","137,162","138,268",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,35 to 39 years,"123,182","121,277","120,806","120,978","122,372",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,40 to 44 years,"125,301","125,759","125,055","123,831","121,096",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,45 to 49 years,"143,678","137,766","131,753","126,345","122,328",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,50 to 54 years,"147,387","147,767","146,530","144,694","142,118",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,55 to 59 years,"137,417","139,244","140,456","140,858","140,465",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,60 to 64 years,"121,448","126,978","126,686","127,661","128,928",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,65 to 69 years,"88,501","91,377","98,922","103,713","108,818",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,70 to 74 years,"66,435","68,461","70,964","74,468","77,302",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,75 to 79 years,"50,387","51,202","52,082","53,712","55,663",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,80 to 84 years,"36,496","37,185","37,856","38,075","38,296",,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,85 years and over,"32,330","33,452","34,603","35,725","36,877",,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,collapse this categoryTotal,"19,405,185","19,526,372","19,625,409","19,712,514","19,773,580",,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,Under 5 years,"1,159,945","1,171,596","1,175,261","1,179,308","1,184,210",,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,5 to 9 years,"1,161,842","1,156,341","1,154,906","1,151,495","1,139,933",,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,10 to 14 years,"1,208,574","1,199,547","1,188,453","1,180,041","1,171,939",,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,15 to 19 years,"1,359,712","1,334,179","1,309,570","1,284,560","1,260,108",,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,20 to 24 years,"1,415,036","1,435,644","1,444,448","1,445,527","1,439,030",,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,25 to 29 years,"1,385,785","1,412,334","1,433,843","1,457,773","1,482,148",,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,30 to 34 years,"1,285,430","1,313,933","1,338,241","1,362,338","1,376,050",,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,35 to 39 years,"1,247,418","1,218,739","1,215,019","1,223,458","1,236,787",,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,40 to 44 years,"1,352,712","1,345,040","1,326,068","1,297,210","1,263,188",,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,45 to 49 years,"1,455,915","1,434,927","1,409,089","1,378,152","1,345,917",,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,50 to 54 years,"1,423,524","1,437,521","1,437,613","1,438,121","1,436,832",,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,55 to 59 years,"1,244,352","1,270,981","1,302,936","1,331,831","1,353,662",,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,60 to 64 years,"1,075,550","1,120,965","1,117,066","1,130,340","1,149,690",,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,65 to 69 years,"778,738","800,988","864,384","898,756","940,603",,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,70 to 74 years,"589,903","602,381","623,397","654,896","677,609",,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,75 to 79 years,"474,014","475,059","479,718","488,664","499,911",,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,80 to 84 years,"392,219","390,871","387,573","383,184","379,506",,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,85 years and over,"394,516","405,326","417,824","426,860","436,457",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,collapse this categoryTotal,"9,574,247","9,662,940","9,755,299","9,849,812","9,941,160",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,Under 5 years,"630,781","625,911","616,379","608,019","604,214",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,5 to 9 years,"635,175","635,520","640,467","644,385","643,709",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,10 to 14 years,"633,347","642,925","648,148","650,496","652,365",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,15 to 19 years,"661,849","655,406","651,391","650,948","652,075",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,20 to 24 years,"673,467","685,366","699,317","709,915","711,403",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,25 to 29 years,"630,037","632,110","633,985","642,229","656,737",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,30 to 34 years,"621,780","629,215","633,191","638,005","639,818",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,35 to 39 years,"655,587","634,332","625,358","623,337","626,472",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,40 to 44 years,"670,061","682,902","689,116","687,758","679,125",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,45 to 49 years,"698,592","691,187","683,583","675,733","670,091",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,50 to 54 years,"672,360","682,274","688,260","694,328","700,429",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,55 to 59 years,"605,232","619,968","635,588","649,134","659,344",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,60 to 64 years,"542,772","566,918","564,871","572,244","585,078",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,65 to 69 years,"406,487","420,246","459,083","481,118","504,899",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,70 to 74 years,"296,618","306,108","321,209","343,311","361,274",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,75 to 79 years,"224,952","230,997","235,637","242,597","250,666",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,80 to 84 years,"166,065","167,304","169,285","170,858","173,109",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,85 years and over,"149,085","154,251","160,431","165,397","170,352",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,collapse this categoryTotal,"674,518","684,830","701,380","722,908","738,658",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,Under 5 years,"44,817","45,699","47,338","49,268","51,359",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,5 to 9 years,"40,388","41,907","44,171","46,730","48,353",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,10 to 14 years,"39,795","39,936","40,621","41,662","42,977",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,15 to 19 years,"47,485","47,440","47,242","48,187","48,161",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,20 to 24 years,"59,053","61,081","64,525","68,058","69,341",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,25 to 29 years,"49,980","51,136","52,513","54,579","57,153",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,30 to 34 years,"41,399","43,729","46,620","50,074","52,050",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,35 to 39 years,"37,056","36,974","38,477","40,748","42,917",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,40 to 44 years,"38,152","38,330","38,648","39,268","39,433",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,45 to 49 years,"45,939","43,929","42,448","41,330","40,492",,,,,,,,,,,,,,,,,,,,,,,,,,,
