State,Age,2010,2011,2012,2013,2014,,,Childhood (0Ð19),,,,,Young adult (20Ð39),,,,,Middle-aged adult (40Ð64,,,,,Senior years (65Ð84),,,,,Old (>85),,,,
Virginia,15 to 19 years,"550,540","546,326","542,293","538,432","535,718",,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,20 to 24 years,"573,677","581,685","587,331","593,854","596,502",,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,25 to 29 years,"566,651","573,586","577,547","581,155","585,551",,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,30 to 34 years,"530,554","547,296","561,932","573,771","579,362",,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,35 to 39 years,"537,664","524,314","522,041","526,558","534,021",,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,40 to 44 years,"569,320","572,101","572,435","567,562","557,230",,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,45 to 49 years,"620,252","610,033","598,638","584,782","570,714",,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,50 to 54 years,"594,966","603,035","606,788","610,104","611,973",,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,55 to 59 years,"516,428","529,729","545,160","557,731","565,925",,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,60 to 64 years,"446,425","465,628","462,414","467,915","477,618",,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,65 to 69 years,"322,839","333,245","363,594","380,154","397,629",,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,70 to 74 years,"231,541","240,363","252,271","269,264","282,737",,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,75 to 79 years,"174,321","177,271","181,367","186,888","194,256",,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,80 to 84 years,"131,377","132,436","133,447","134,557","135,599",,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,85 years and over,"123,546","127,560","131,825","134,902","138,522",,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,collapse this categoryTotal,"6,741,386","6,819,155","6,890,899","6,963,410","7,046,931",,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,Under 5 years,"440,925","444,307","443,517","442,649","443,763",,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,5 to 9 years,"430,071","433,160","439,789","446,500","449,817",,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,10 to 14 years,"438,630","439,634","438,372","437,660","438,516",,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,15 to 19 years,"459,340","448,777","441,903","439,297","438,037",,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,20 to 24 years,"463,498","477,528","486,814","491,302","491,564",,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,25 to 29 years,"481,298","487,035","489,395","494,903","508,745",,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,30 to 34 years,"456,503","470,904","484,544","496,871","508,363",,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,35 to 39 years,"446,713","438,835","440,980","448,780","459,723",,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,40 to 44 years,"461,387","469,640","471,320","467,257","460,376",,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,45 to 49 years,"490,784","478,284","467,280","457,857","454,962",,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,50 to 54 years,"495,971","498,563","497,277","495,903","493,233",,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,55 to 59 years,"455,905","465,884","475,291","480,440","483,214",,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,60 to 64 years,"386,573","407,817","409,624","419,415","430,733",,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,65 to 69 years,"273,423","285,239","313,998","330,611","348,444",,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,70 to 74 years,"188,650","196,917","208,070","223,650","238,524",,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,75 to 79 years,"142,184","144,111","147,458","152,801","159,252",,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,80 to 84 years,"111,422","112,102","112,233","112,246","112,491",,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,85 years and over,"118,109","120,418","123,034","125,268","127,174",,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,collapse this categoryTotal,"1,854,315","1,854,891","1,855,360","1,852,333","1,847,624",,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,Under 5 years,"103,989","103,468","103,238","102,720","102,387",,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,5 to 9 years,"106,039","105,675","105,975","105,904","105,100",,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,10 to 14 years,"109,075","108,762","108,442","107,864","107,372",,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,15 to 19 years,"119,243","116,076","113,631","112,229","111,055",,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,20 to 24 years,"118,235","122,189","124,886","125,996","125,317",,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,25 to 29 years,"108,406","107,290","106,523","105,736","107,289",,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,30 to 34 years,"112,579","113,504","113,304","112,564","110,251",,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,35 to 39 years,"116,470","113,162","111,445","110,756","110,966",,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,40 to 44 years,"120,500","121,382","121,212","120,231","118,021",,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,45 to 49 years,"132,478","128,883","125,829","122,439","119,287",,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,50 to 54 years,"142,816","141,246","137,931","134,431","131,388",,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,55 to 59 years,"139,570","139,451","139,851","139,815","138,822",,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,60 to 64 years,"126,754","132,697","131,411","131,506","131,196",,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,65 to 69 years,"91,984","93,123","100,820","105,166","110,979",,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,70 to 74 years,"72,081","73,245","75,057","77,832","79,429",,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,75 to 79 years,"54,679","54,920","55,820","57,269","58,872",,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,80 to 84 years,"43,182","42,737","41,938","40,999","40,399",,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,85 years and over,"36,235","37,081","38,047","38,876","39,494",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,collapse this categoryTotal,"5,690,403","5,705,812","5,721,075","5,736,673","5,751,272",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,Under 5 years,"357,791","353,649","348,658","343,697","340,957",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,5 to 9 years,"367,916","366,885","367,561","367,186","364,099",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,10 to 14 years,"375,751","375,340","373,718","372,315","371,275",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,15 to 19 years,"399,273","396,689","390,977","386,365","383,203",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,20 to 24 years,"385,944","387,412","394,675","401,869","407,189",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,25 to 29 years,"372,100","369,601","364,400","359,643","357,448",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,30 to 34 years,"351,261","359,750","365,944","370,847","372,274",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,35 to 39 years,"342,861","332,813","331,551","335,187","341,635",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,40 to 44 years,"378,901","374,706","366,603","358,066","348,298",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,45 to 49 years,"435,081","421,233","407,579","393,485","380,175",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,50 to 54 years,"437,175","442,509","442,102","439,202","434,740",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,55 to 59 years,"388,400","396,624","404,786","413,220","418,568",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,60 to 64 years,"317,750","337,436","342,086","351,107","361,153",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,65 to 69 years,"228,500","234,446","254,483","265,861","281,114",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,70 to 74 years,"174,036","177,366","183,652","193,937","200,955",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,75 to 79 years,"140,948","140,991","142,253","144,948","148,879",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,80 to 84 years,"117,358","117,314","116,253","114,444","112,360",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,85 years and over,"119,357","121,048","123,794","125,294","126,950",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,collapse this categoryTotal,"564,376","567,602","576,608","582,341","583,334",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,Under 5 years,"40,187","39,668","39,045","38,754","38,418",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,5 to 9 years,"37,389","38,207","39,432","40,248","40,721",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,10 to 14 years,"35,987","36,140","36,500","36,873","37,216",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,15 to 19 years,"37,857","36,929","36,905","37,309","36,580",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,20 to 24 years,"40,366","40,914","42,410","43,142","42,866",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,25 to 29 years,"41,315","41,185","41,297","40,814","40,933",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,30 to 34 years,"36,680","37,981","39,601","40,799","41,191",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,35 to 39 years,"33,755","33,289","34,121","35,108","35,896",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,40 to 44 years,"33,163","33,620","34,229","34,184","33,968",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,45 to 49 years,"39,008","36,773","35,591","33,989","32,742",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,50 to 54 years,"43,967","43,562","42,832","42,023","40,275",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,55 to 59 years,"41,166","42,008","43,108","43,299","42,888",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,60 to 64 years,"32,997","35,081","35,737","37,029","37,704",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,65 to 69 years,"23,151","23,761","25,988","27,299","28,895",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,70 to 74 years,"16,692","17,200","17,917","18,974","19,782",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,75 to 79 years,"12,487","12,688","12,833","13,264","13,738",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,80 to 84 years,"9,462","9,610","9,818","9,619","9,545",,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,85 years and over,"8,747","8,986","9,244","9,614","9,976",,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,collapse this categoryTotal,"3,721,525","3,678,732","3,634,488","3,593,077","3,534,874",,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,Under 5 years,"222,319","213,461","204,487","195,598","184,598",,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,5 to 9 years,"238,054","228,909","221,979","215,357","207,650",,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,10 to 14 years,"267,469","259,845","249,569","238,977","228,653",,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,15 to 19 years,"282,899","274,958","267,919","260,427","250,224",,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,20 to 24 years,"262,165","264,093","263,725","262,649","257,907",,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,25 to 29 years,"242,469","233,990","227,647","224,397","223,066",,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,30 to 34 years,"247,783","243,564","237,515","230,016","220,509",,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,35 to 39 years,"240,281","234,603","230,777","228,535","224,052",,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,40 to 44 years,"241,688","237,765","234,064","230,386","225,482",,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,45 to 49 years,"247,830","245,772","242,010","236,261","229,366",,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,50 to 54 years,"239,775","238,218","236,017","235,597","234,470",,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,55 to 59 years,"223,990","224,719","225,838","226,059","225,052",,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,60 to 64 years,"217,919","215,591","211,862","209,708","209,069",,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,65 to 69 years,"177,414","184,524","191,040","196,264","198,883",,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,70 to 74 years,"137,016","139,945","144,092","149,059","153,414",,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,75 to 79 years,"101,499","104,020","106,827","109,950","113,389",,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,80 to 84 years,"67,567","69,339","71,076","72,950","75,370",,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,85 years and over,"63,388","65,416","68,044","70,887","73,720",,,,,,,,,,,,,,,,,,,,,,,,,,,
